ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,"1,320.00 ",HOLIDAY ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,HOLIDAY ALLOWANCE,V002402277
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,302.12 ,SUBSIDISED ADOPTERS PMTS,V002402278
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,"2,366.32 ",FOSTER PARENTS BASIC ALLOWANCE,V002402279
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402280
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402280
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,807.24 ,FOSTER PARENTS BASIC ALLOWANCE,V002402281
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402281
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402281
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402281
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402281
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,669.90 ,FOSTER PARENTS BASIC ALLOWANCE,V002402281
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,197.56 ,FOSTER PARENTS BASIC ALLOWANCE,V002402282
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402283
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402283
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402284
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402285
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,827.64 ,FOSTER PARENTS BASIC ALLOWANCE,V002402285
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402286
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,827.64 ,FOSTER PARENTS BASIC ALLOWANCE,V002402286
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402287
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402287
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,125.00 ,CHILDRENS SUBSISTENCE,V002402287
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,34.00 ,CHILDRENS SUBSISTENCE,V002402287
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,10.00 ,CHILDRENS SUBSISTENCE,V002402287
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402288
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402288
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402289
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402289
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,748.32 ,FOSTER PARENTS BASIC ALLOWANCE,V002402290
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,748.32 ,FOSTER PARENTS BASIC ALLOWANCE,V002402290
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,819.32 ,FOSTER PARENTS BASIC ALLOWANCE,V002402290
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,160.35 ,FOSTER PARENTS BASIC ALLOWANCE,V002402290
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,643.75 ,FOSTER PARENTS BASIC ALLOWANCE,V002402290
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,315.52 ,FOSTER PARENTS BASIC ALLOWANCE,V002402291
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402292
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402293
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402293
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,669.50 ,FOSTER PARENTS BASIC ALLOWANCE,V002402294
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,502.86 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,721.55 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,HOLIDAY ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,HOLIDAY ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,880.00 ,HOLIDAY ALLOWANCE,V002402295
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,230.64 ,FOSTER PARENTS BASIC ALLOWANCE,V002402296
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,282.64 ,FOSTER PARENTS BASIC ALLOWANCE,V002402296
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,813.10 ,SUBSIDISED ADOPTERS PMTS,V002402297
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402298
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402298
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402299
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402299
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,340.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002402300
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,241.48 ,FOSTER PARENTS BASIC ALLOWANCE,V002402301
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,257.68 ,FOSTER PARENTS BASIC ALLOWANCE,V002402301
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,209.68 ,FOSTER PARENTS BASIC ALLOWANCE,V002402301
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,246.38 ,FOSTER PARENTS BASIC ALLOWANCE,V002402302
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,758.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002402303
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402304
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402304
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,352.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402304
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402304
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402304
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,301.50 ,FOSTER PARENTS BASIC ALLOWANCE,V002402305
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402306
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402306
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402306
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402306
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,220.00 ,BIRTHDAY ALLOWANCE,V002402306
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,243.52 ,FOSTER PARENTS BASIC ALLOWANCE,V002402307
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402308
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402308
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402308
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,336.72 ,FOSTER PARENTS BASIC ALLOWANCE,V002402308
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,194.22 ,FOSTER PARENTS BASIC ALLOWANCE,V002402309
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,352.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402310
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,-25.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402310
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,-25.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402310
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,748.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002402311
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,312.78 ,FOSTER PARENTS BASIC ALLOWANCE,V002402312
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,516.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,998.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402313
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,352.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,352.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,352.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,"1,056.00 ",HOLIDAY ALLOWANCE,V002402314
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402315
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,366.20 ,FOSTER PARENTS BASIC ALLOWANCE,V002402315
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402316
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402316
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402316
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402316
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402316
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402316
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,340.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002402317
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,346.16 ,SUBSIDISED ADOPTERS PMTS,V002402318
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,346.16 ,SUBSIDISED ADOPTERS PMTS,V002402318
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,354.48 ,FOSTER PARENTS BASIC ALLOWANCE,V002402319
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,354.54 ,FOSTER PARENTS BASIC ALLOWANCE,V002402319
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,946.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402320
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402321
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402321
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,440.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402321
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,631.36 ,FOSTER PARENTS BASIC ALLOWANCE,V002402321
ROCHDALE BOROUGH COUNCIL,11-Apr-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA ,11-Apr-25,388.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002402321
